appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_ratings,positive_ratings_percent
612020,Zombidle : REMONSTERED,2017-05-30,1,Berzerk Studio,Berzerk Studio,windows,0,Single-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud,"['Casual', 'Free to Play', 'Indie', 'Strategy']",Free to Play;Clicker;Casual,35,1000,151,213,253,200000-500000,0.0,1151,86.88097306689835
394360,Hearts of Iron IV,2016-06-06,1,Paradox Development Studio,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,"['Simulation', 'Strategy']",Strategy;World War II;Grand Strategy,92,34711,5251,9413,4181,1000000-2000000,34.99,39962,86.86001701616536
459220,Halo Wars: Definitive Edition,2017-04-20,1,Ensemble Studios;Behaviour Interactive;343 Industries,Microsoft Studios,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,['Strategy'],Strategy;RTS;Sci-fi,75,2471,374,497,570,200000-500000,15.99,2845,86.85413005272407
308420,Ziggurat,2014-10-23,1,Milkstone Studios,Milkstone Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,"['Action', 'Indie', 'RPG']",FPS;Rogue-lite;Procedural Generation,38,2675,405,756,766,200000-500000,10.99,3080,86.85064935064936
17570,"Pirates, Vikings, and Knights II",2010-02-12,1,Octoshark Studios,Octoshark Studios,windows;mac;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,"['Action', 'Free to Play', 'Indie']",Free to Play;Multiplayer;Action,247,3839,582,117,197,500000-1000000,0.0,4421,86.8355575661615
40300,Risen,2009-10-02,1,Piranha Bytes,Deep Silver,windows,0,Single-player;Steam Trading Cards,['RPG'],RPG;Open World;Gothic,0,3848,585,994,650,500000-1000000,7.99,4433,86.80351906158357
9350,Supreme Commander,2011-09-28,1,Gas Powered Games,Square Enix,windows,0,Single-player;Multi-player,['Strategy'],Strategy;RTS;Sci-fi,0,1065,162,306,306,1000000-2000000,8.99,1227,86.79706601466992
730,Counter-Strike: Global Offensive,2012-08-21,1,Valve;Hidden Path Entertainment,Valve,windows;mac;linux,0,Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Stats,"['Action', 'Free to Play']",FPS;Multiplayer;Shooter,167,2644404,402313,22494,6502,50000000-100000000,0.0,3046717,86.79519627192155
246580,The Typing of The Dead: Overkill,2013-10-29,1,Modern Dream,SEGA,windows,18,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,['Action'],Typing;On-Rails Shooter;Zombies,33,2280,347,175,185,200000-500000,14.99,2627,86.79101636848115
24740,Burnout Paradise: The Ultimate Box,2009-03-12,1,Criterion Games,Electronic Arts,windows,0,Single-player;Multi-player,['Racing'],Racing;Open World;Multiplayer,0,9739,1487,431,576,1000000-2000000,9.99,11226,86.75396401211474
3730,Aliens versus Predator Classic 2000,2010-01-15,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player,['Action'],FPS;Action;Classic,0,1434,219,20,24,200000-500000,3.99,1653,86.7513611615245
244210,Assetto Corsa,2014-12-19,1,Kunos Simulazioni,Kunos Simulazioni,windows,0,Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Leaderboards;Includes level editor,"['Indie', 'Racing', 'Simulation', 'Sports']",Racing;Simulation;Driving,709,15277,2337,3107,5267,500000-1000000,15.49,17614,86.73214488475077
591370,Production Line : Car factory simulation,2019-03-07,1,Positech Games,Positech Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,"['Indie', 'Simulation', 'Strategy']",Management;Simulation;Strategy,32,1355,208,0,0,50000-100000,19.49,1563,86.69225847728727
244160,Homeworld Remastered Collection,2015-02-25,1,Gearbox Software;Aspyr (Mac),Gearbox Publishing;Aspyr (Mac),windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud,"['Simulation', 'Strategy']",Space;Strategy;RTS,34,5377,827,353,419,500000-1000000,26.99,6204,86.66989039329465
635730,Dragonia,2017-05-29,1,Blue Studio,Paradise Project,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"['Action', 'RPG']",Sexual Content;Nudity;Anime,46,4562,702,135,200,200000-500000,1.59,5264,86.66413373860182
629730,Blade and Sorcery,2018-12-11,1,WarpFrog,WarpFrog,windows,0,Single-player,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",Early Access;VR;Action,0,1325,204,12,12,50000-100000,15.49,1529,86.65794637017659
65540,Gothic 1,2001-03-15,1,Piranha Bytes,THQ Nordic,windows,0,Single-player,"['Action', 'RPG']",RPG;Open World;Atmospheric,0,3396,523,409,412,200000-500000,0.0,3919,86.65475886705792
222980,Dead Pixels,2012-12-07,1,CSR-Studios,CSR-Studios,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,"['Action', 'Indie', 'RPG']",Zombies;Action;Indie,30,2005,309,117,85,200000-500000,1.99,2314,86.64649956784788
440650,Niche - a genetics survival game,2017-09-21,1,Stray Fawn Studio,Stray Fawn Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Indie', 'Simulation', 'Strategy']",Simulation;Strategy;Survival,31,1992,307,0,0,100000-200000,13.59,2299,86.6463679860809
594570,Total War: WARHAMMER II,2017-09-28,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,"['Action', 'Strategy']",Strategy;Fantasy;RTS,134,19420,2994,4721,2624,1000000-2000000,39.99,22414,86.64227714821095
270550,Yet Another Zombie Defense,2014-03-28,1,Awesome Games Studio,Awesome Games Studio,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,"['Action', 'Casual', 'Indie', 'Strategy']",Zombies;Survival;Multiplayer,18,9900,1529,192,223,2000000-5000000,0.0,11429,86.62175168431185
7830,Men of War™,2009-05-06,1,Best Way,1C Entertainment;1C-SoftClub,windows,0,Single-player;Multi-player;Steam Cloud;Includes level editor,['Strategy'],Strategy;World War II;RTS,0,1664,257,0,0,200000-500000,3.99,1921,86.62155127537741
456670,Hand of Fate 2,2017-11-07,1,Defiant Development,Defiant Development,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,"['Action', 'Indie', 'RPG']",RPG;Action;Card Game,99,2446,378,303,303,100000-200000,23.79,2824,86.61473087818698
448280,Job Simulator,2016-04-05,1,Owlchemy Labs,Owlchemy Labs,windows,0,Single-player;Steam Achievements;Steam Trading Cards;VR Support;SteamVR Collectibles,['Simulation'],Simulation;VR;Funny,11,1219,189,102,102,200000-500000,15.49,1408,86.57670454545455
274940,Depth,2014-11-03,1,Digital Confectioners,Digital Confectioners,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor,"['Action', 'Indie']",Action;Multiplayer;Gore,40,22385,3472,791,486,1000000-2000000,14.99,25857,86.57230150442821
16450,F.E.A.R. 2: Project Origin,2009-02-12,1,Monolith,Warner Bros. Interactive Entertainment,windows,0,Single-player;Multi-player,['Action'],Horror;FPS;Action,0,3274,509,301,367,1000000-2000000,9.99,3783,86.5450700502247
203830,The Dark Eye: Chains of Satinav,2012-06-22,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,"['Adventure', 'Indie']",Adventure;Point & Click;Fantasy,36,1279,199,290,566,200000-500000,26.99,1478,86.53585926928281
250620,Among the Sleep - Enhanced Edition,2014-05-29,1,Krillbite Studio,Krillbite Studio,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie']",Horror;Indie;Adventure,10,3897,608,83,83,200000-500000,13.49,4505,86.503884572697
211440,Adventures of Shuggy,2012-06-13,1,Smudged Cat Games Ltd,Smudged Cat Games Ltd,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,['Indie'],Platformer;Indie;Puzzle,13,955,149,69,83,200000-500000,3.99,1104,86.5036231884058
391730,Crashlands,2016-01-21,1,Butterscotch Shenanigans,Butterscotch Shenanigans,windows;mac;linux,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,"['Action', 'Adventure', 'Indie', 'RPG']",RPG;Adventure;Crafting,36,1711,267,143,143,100000-200000,11.39,1978,86.5015166835187
221810,The Cave,2013-01-23,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,['Adventure'],Adventure;Platformer;Puzzle,27,1702,266,217,217,200000-500000,9.99,1968,86.48373983739837
115800,Owlboy,2016-11-01,1,D-Pad Studio,D-Pad Studio,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'Indie']",Pixel Graphics;Adventure;Great Soundtrack,12,3542,555,613,534,200000-500000,18.99,4097,86.45350256285087
331500,Executive Assault,2015-07-17,1,Hesketh Studios Ltd,Hesketh Studios Ltd,windows,0,Single-player;Multi-player;Co-op,"['Action', 'Strategy']",Strategy;RTS;Action,0,1180,185,363,363,50000-100000,10.29,1365,86.44688644688645
301640,Zombie Army Trilogy,2015-03-06,1,Rebellion,Rebellion,windows,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,['Action'],Zombies;Action;Co-op,68,8472,1330,400,381,500000-1000000,29.99,9802,86.43134054274638
3910,Sid Meier's Civilization® III Complete,2006-10-25,1,Firaxis Games,2K,windows,0,Single-player;Multi-player;Includes level editor,['Strategy'],Strategy;Turn-Based Strategy;Turn-Based,0,2578,405,1166,13,2000000-5000000,2.99,2983,86.42306402950051
275670,Space Run,2014-06-13,1,Passtech Games,Focus Home Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Indie', 'Strategy']",Tower Defense;Strategy;Space,30,1474,232,373,374,200000-500000,10.99,1706,86.40093786635404
214590,Fairy Bloom Freesia,2012-10-17,1,Edelweiss,Nyu Media,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"['Action', 'Indie']",Anime;Action;Beat 'em up,50,882,139,159,226,100000-200000,5.59,1021,86.38589618021547
475190,Scanner Sombre,2017-04-26,1,Introversion Software,Introversion Software,windows;mac,0,Single-player;Partial Controller Support,"['Adventure', 'Indie']",Exploration;Horror;Walking Simulator,0,1491,235,15,23,100000-200000,4.79,1726,86.38470451911935
354240,"Please, Don’t Touch Anything",2015-03-26,1,Four Quarters,ForwardXP,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Commentary available,"['Casual', 'Indie']",Puzzle;Indie;Pixel Graphics,15,2493,393,254,241,200000-500000,3.99,2886,86.38253638253637
468530,A Date in the Park,2016-07-19,1,Cloak and Dagger Games,Cloak and Dagger Games,windows,0,Single-player;Steam Achievements,['Adventure'],Adventure;Free to Play;Point & Click,9,906,143,51,51,100000-200000,0.0,1049,86.36796949475692
566990,Russian Car Driver,2017-01-06,1,Falcoware,Atriagames,windows,0,Steam Trading Cards,"['Racing', 'Sports']",Racing;Sports;Memes,0,1005,159,491,547,100000-200000,0.79,1164,86.34020618556701
334230,Town of Salem,2014-12-15,1,BlankMediaGames,BlankMediaGames,windows;mac,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Steam Cloud,"['Indie', 'RPG', 'Strategy']",Strategy;Multiplayer;Mystery,361,13329,2112,2101,927,500000-1000000,3.99,15441,86.32212939576452
402180,Sakura Swim Club,2015-09-11,1,Winged Cloud,Winged Cloud,windows;mac;linux,0,Single-player;Steam Trading Cards,"['Sexual Content', 'Nudity', 'Casual', 'Indie']",Nudity;Anime;Mature,0,2019,320,621,618,200000-500000,6.99,2339,86.31893971782813
293260,Card Hunter,2015-07-13,1,Blue Manchu,Blue Manchu,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Includes level editor,"['Free to Play', 'RPG', 'Strategy']",Free to Play;Card Game;Board Game,50,3146,499,655,1185,500000-1000000,0.0,3645,86.31001371742113
291650,Pillars of Eternity,2015-03-26,1,Obsidian Entertainment,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,['RPG'],RPG;Fantasy;Isometric,48,11558,1835,1710,2177,1000000-2000000,22.99,13393,86.29881281266333
12100,Grand Theft Auto III,2008-01-04,1,Rockstar Games,Rockstar Games,windows,18,Single-player;Partial Controller Support,['Action'],Open World;Action;Classic,0,4718,750,98,63,1000000-2000000,5.99,5468,86.28383321141186
675260,Batman: The Enemy Within - The Telltale Series,2017-08-08,1,Telltale Games,Telltale Games,windows;mac,0,Single-player;Steam Achievements;Full controller support,['Adventure'],Adventure;Story Rich;Choices Matter,30,2206,351,629,629,200000-500000,11.99,2557,86.27297614391865
303210,The Beginner's Guide,2015-10-01,1,Everything Unlimited Ltd.,Everything Unlimited Ltd.,windows;mac;linux,0,Single-player;Captions available;Partial Controller Support,"['Adventure', 'Indie']",Story Rich;Walking Simulator;Indie,0,12791,2036,120,120,200000-500000,6.99,14827,86.26829432791529
511740,Gal*Gun: Double Peace,2016-09-27,1,"INTI CREATES CO., LTD.",PQube Limited,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure']",Sexual Content;Anime;Nudity,39,1269,202,141,232,50000-100000,29.99,1471,86.26784500339905
485980,Syrian Warfare,2017-02-21,1,Cats Who Play,Cats Who Play,windows,0,Single-player;Steam Achievements;Steam Trading Cards,"['Indie', 'Strategy']",Strategy;RTS;Military,51,1770,282,47,47,100000-200000,10.99,2052,86.25730994152046
805550,Assetto Corsa Competizione,2018-09-12,1,Kunos Simulazioni,505 Games,windows,0,Single-player;Partial Controller Support,"['Racing', 'Simulation', 'Sports', 'Early Access']",Early Access;Racing;Simulation,0,1744,278,0,0,50000-100000,34.99,2022,86.25123639960435
244850,Space Engineers,2019-02-28,1,Keen Software House,Keen Software House,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,"['Action', 'Indie', 'Simulation', 'Strategy']",Space;Sandbox;Building,27,60221,9609,3739,1147,2000000-5000000,15.49,69830,86.2394386366891
332570,Amazing Frog?,2014-11-21,1,Fayju,Fayju,windows;mac;linux,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud,"['Adventure', 'Indie', 'Early Access']",Early Access;Funny;Open World,0,1514,242,646,757,200000-500000,12.39,1756,86.21867881548975
20900,The Witcher: Enhanced Edition Director's Cut,2008-09-16,1,CD PROJEKT RED,CD PROJEKT RED;1C-SoftClub,windows;mac,0,Single-player;Steam Cloud,"['Action', 'RPG']",RPG;Fantasy;Story Rich,0,26380,4217,773,335,2000000-5000000,6.99,30597,86.21760303297708
6200,Ghost Master®,2006-12-21,1,Sick Puppies,Strategy First,windows,0,Single-player,['Strategy'],Strategy;Comedy;Puzzle,0,1025,164,21,21,100000-200000,3.99,1189,86.20689655172413
205230,Hell Yeah! Wrath of the Dead Rabbit,2012-10-03,1,Arkedo,SEGA,windows,12,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,['Action'],Platformer;Action;2D,12,2712,434,188,146,1000000-2000000,9.99,3146,86.20470438652256
63710,BIT.TRIP RUNNER,2011-02-28,1,Gaijin Games,Gaijin Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Indie']",Indie;Rhythm;Platformer,26,3058,490,149,202,500000-1000000,6.99,3548,86.18940248027057
496300,Kingdom: New Lands,2016-08-09,1,Noio,Raw Fury,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Indie', 'Simulation', 'Strategy']",Strategy;Pixel Graphics;Survival,34,4619,741,221,221,500000-1000000,10.99,5360,86.17537313432835
680360,Regions Of Ruin,2018-02-05,1,Vox Games,Poysky Productions,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",RPG;Adventure;Indie,20,1090,175,248,245,100000-200000,10.99,1265,86.16600790513834
285330,RollerCoaster Tycoon® 2: Triple Thrill Pack,2014-05-21,1,Chris Sawyer Productions,Atari,windows,0,Single-player,"['Simulation', 'Strategy']",Simulation;Management;Classic,0,2086,336,200,262,500000-1000000,6.99,2422,86.1271676300578
499520,The Turing Test,2016-08-30,1,Bulkhead Interactive,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,['Adventure'],Puzzle;First-Person;Space,15,3012,486,357,434,200000-500000,14.99,3498,86.10634648370498
15700,Oddworld: Abe's Oddysee®,2008-08-28,1,Oddworld Inhabitants,Oddworld Inhabitants,windows,0,Single-player;Steam Trading Cards,['Adventure'],Adventure;Platformer;Classic,0,2739,442,387,217,2000000-5000000,1.99,3181,86.10499842816725
270130,The Gallery - Episode 1: Call of the Starseed,2016-04-05,1,Cloudhead Games ltd.,Cloudhead Games ltd.,windows,0,Single-player;Steam Achievements;VR Support;SteamVR Collectibles;Steam Cloud,"['Adventure', 'Casual', 'Indie']",Adventure;Indie;VR,18,1175,190,0,0,50000-100000,14.99,1365,86.08058608058609
203630,Warlock - Master of the Arcane,2012-05-08,1,Ino-Co Plus,Paradox Interactive,windows,0,Single-player;Multi-player;Steam Trading Cards,['Strategy'],Strategy;Turn-Based Strategy;Fantasy,0,1811,293,115,136,500000-1000000,18.99,2104,86.07414448669202
652980,Loading Screen Simulator,2017-07-13,1,CakeEaterGames,CakeEaterGames,windows,0,Single-player;Steam Achievements;Steam Leaderboards,"['Casual', 'Free to Play', 'Indie', 'Simulation']",Free to Play;Memes;Clicker,19,5783,936,26,42,200000-500000,0.0,6719,86.06935555886292
96100,Defy Gravity Extended,2016-03-18,1,Paul Fisch,Fish Factory Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,"['Action', 'Casual', 'Indie']",Platformer;Indie;Puzzle,8,7553,1224,158,186,1000000-2000000,0.79,8777,86.05446052181838
720280,Fox Hime,2017-11-02,1,AsicxArt,SakuraGame,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Sexual Content', 'Nudity', 'Adventure', 'Casual', 'Indie']",Visual Novel;Anime;Casual,2,2484,403,279,457,100000-200000,1.69,2887,86.0408728784205
262060,Darkest Dungeon®,2016-01-19,1,Red Hook Studios,Red Hook Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"['Indie', 'RPG', 'Strategy']",Turn-Based Combat;RPG;Dungeon Crawler,104,41544,6741,1121,619,2000000-5000000,18.99,48285,86.03914259086672
595520,FINAL FANTASY XII THE ZODIAC AGE,2018-02-01,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Violent', 'RPG']",RPG;JRPG;Fantasy,41,1706,277,221,221,100000-200000,34.99,1983,86.03126575895108
863550,HITMAN™ 2,2018-11-13,1,IO Interactive A/S,Warner Bros Interactive Entertainment,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,['Action'],Stealth;Action;Assassin,125,10814,1756,636,514,5000000-10000000,44.99,12570,86.030230708035
552620,ATOM RPG: Post-apocalyptic indie game,2018-12-19,1,AtomTeam,AtomTeam,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud,['RPG'],RPG;Post-apocalyptic;Turn-Based Combat,31,2012,327,17,17,100000-200000,10.99,2339,86.01966652415562
257350,Baldur's Gate II: Enhanced Edition,2013-11-15,1,Beamdog,Beamdog,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,"['RPG', 'Strategy']",RPG;Classic;Fantasy,93,2600,423,1163,1690,500000-1000000,14.99,3023,86.00727753886868
20510,S.T.A.L.K.E.R.: Clear Sky,2008-09-15,1,GSC Game World,GSC World Publishing,windows,0,Single-player;Multi-player,"['Action', 'RPG']",Open World;Atmospheric;Post-apocalyptic,0,5550,903,716,779,500000-1000000,7.99,6453,86.00650860065086
249590,Teslagrad,2013-12-13,1,Rain Games,Rain Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,['Indie'],Platformer;Indie;Puzzle,36,1581,258,449,665,200000-500000,6.99,1839,85.97063621533442
263300,BlazBlue: Calamity Trigger,2014-02-13,1,Arc System Works,"H2 Interactive Co., Ltd.",windows,0,Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Cloud,['Action'],Fighting;Anime;2D Fighter,0,1843,301,174,184,200000-500000,6.99,2144,85.96082089552239
13560,Tom Clancy's Splinter Cell®,2008-04-01,1,Ubisoft,Ubisoft,windows,0,Single-player,['Action'],Stealth;Action;Third Person,0,900,147,28,28,200000-500000,4.29,1047,85.95988538681948
362960,Tyranny,2016-11-10,1,Obsidian Entertainment,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Adventure', 'RPG']",RPG;Story Rich;Choices Matter,70,6121,1001,1570,1899,200000-500000,23.79,7122,85.94495928110082
237630,DuckTales: Remastered,2013-08-13,1,WayForward,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'Casual']",Platformer;Remake;Adventure,20,3198,523,240,313,200000-500000,11.99,3721,85.9446385380274
356500,STAR WARS™ Galactic Battlegrounds Saga,2016-03-01,1,Ensemble Studios,Disney Interactive;Lucasfilm;LucasArts,windows,0,Single-player;Local Multi-Player;Steam Cloud,"['Action', 'Strategy']",Strategy;RTS;Star Wars,0,1196,196,76,76,200000-500000,4.79,1392,85.91954022988506
110800,L.A. Noire,2011-11-08,1,Team Bondi;Rockstar Leeds,Rockstar Games,windows,18,Single-player;Steam Achievements;Partial Controller Support,"['Adventure', 'Strategy']",Detective;Crime;Open World,60,14096,2315,428,478,1000000-2000000,19.99,16411,85.89360794588995
2400,The Ship: Murder Party,2006-07-11,1,Outerlight Ltd.,Blazing Griffin Ltd.,windows,0,Single-player;Multi-player;Steam Trading Cards;Valve Anti-Cheat enabled,"['Action', 'Indie', 'RPG']",Multiplayer;Indie;Action,0,4819,792,233,239,1000000-2000000,0.0,5611,85.88486900730707
570,Dota 2,2013-07-09,1,Valve,Valve,windows;mac;linux,0,Multi-player;Co-op;Steam Trading Cards;Steam Workshop;SteamVR Collectibles;In-App Purchases;Valve Anti-Cheat enabled,"['Action', 'Free to Play', 'Strategy']",Free to Play;MOBA;Strategy,0,863507,142079,23944,801,100000000-200000000,0.0,1005586,85.87102445738107
361300,Mother Russia Bleeds,2016-09-05,1,Le Cartel Studio,Devolver Digital,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Indie']",Gore;Violent;Beat 'em up,33,2562,422,613,631,200000-500000,10.99,2984,85.85790884718499
776490,永遠消失的幻想鄉 ～ The Disappearing of Gensokyo,2018-01-11,1,MyACG Studio,MyACG Studio,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,"['Action', 'Adventure', 'Indie', 'RPG']",Bullet Hell;Anime;Great Soundtrack,22,2075,342,672,717,100000-200000,8.29,2417,85.85022755482002
335300,DARK SOULS™ II: Scholar of the First Sin,2015-04-01,1,"FromSoftware, Inc","BANDAI NAMCO Entertainment;FromSoftware, Inc",windows,16,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support,"['Action', 'RPG']",RPG;Dark Fantasy;Difficult,38,25959,4289,3189,2442,1000000-2000000,29.99,30248,85.82055011901613
313690,LEGO® Batman™ 3: Beyond Gotham,2014-11-11,1,TT Games Ltd;Feral Interactive (Mac),WB Games;Feral Interactive (Mac),windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,"['Action', 'Adventure']",LEGO;Batman;Adventure,70,2269,375,443,672,200000-500000,19.99,2644,85.81694402420574
243800,Gas Guzzlers Extreme,2013-10-08,1,Gamepires,Iceberg Interactive,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,"['Action', 'Racing', 'Sports']",Racing;Action;Multiplayer,105,2511,415,137,176,200000-500000,18.99,2926,85.81681476418318
502520,Ultimate General: Civil War,2017-07-14,1,Game-Labs,Game-Labs,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,"['Indie', 'Simulation', 'Strategy']",Strategy;War;Historical,39,2461,407,0,0,100000-200000,22.99,2868,85.8089260808926
6370,Bloodline Champions,2011-10-28,1,Stunlock Studios,Stunlock Studios,windows,0,Single-player;Multi-player;MMO,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play;Action;MOBA,0,1365,226,70,102,500000-1000000,0.0,1591,85.79509742300439
314790,Silence,2016-11-15,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Adventure', 'Indie']",Adventure;Indie;Point & Click,46,1044,173,97,146,100000-200000,16.99,1217,85.78471651602301
228280,Baldur's Gate: Enhanced Edition,2013-01-16,1,Beamdog,Beamdog,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,"['RPG', 'Strategy']",RPG;Fantasy;Classic,129,4148,688,569,703,500000-1000000,14.99,4836,85.7733664185277
283290,Nosferatu: The Wrath of Malachi,2014-03-06,1,Idol FX,Funbox Media Ltd,windows,0,Single-player;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure']",Horror;Action;Vampire,0,1880,312,195,223,500000-1000000,2.09,2192,85.76642335766424
588430,Fallout Shelter,2017-03-29,1,Bethesda Game Studios,Bethesda Softworks,windows,0,Single-player;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud;Stats,"['Free to Play', 'RPG', 'Simulation']",Free to Play;Survival;Base-Building,35,21481,3569,1116,93,2000000-5000000,0.0,25050,85.75249500998005
